request_status,date_received,date_completed,suburb,category,service_desc,days_to_complete,calc_days
CLOSED,2016-01-08,2016-01-08,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,0,0
CLOSED,2015-07-24,2015-07-29,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,5,5
CLOSED,2015-10-09,2015-10-14,NA,Roads and Traffic,Traffic Management,5,5
CLOSED,2015-11-18,2015-11-23,NA,Roads and Traffic,Traffic Management,5,5
CLOSED,2016-01-06,2016-01-07,NA,Roads and Traffic,Road and Footpath Maintenance,1,1
CLOSED,2015-10-01,2015-11-27,NA,Roads and Traffic,Traffic Management,57,57
CLOSED,2016-03-03,2016-03-03,NA,"Waste, Street Cleaning and Litter",Waste Compactor,0,0
CLOSED,2015-10-06,2015-10-13,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,7,7
CLOSED,2015-10-23,2015-11-09,NA,"Waste, Street Cleaning and Litter",Damaged Bins,17,17
CLOSED,2015-11-18,2016-02-17,NA,Parking,Parking Meter Service,91,91
CLOSED,2016-05-03,2016-05-24,NA,Graffiti,Graffiti Removal,21,21
CLOSED,2016-03-09,2016-03-15,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,6,6
CLOSED,2015-11-16,2015-12-01,NA,Graffiti,Graffiti Removal,15,15
CLOSED,2016-03-09,2016-03-18,NA,Graffiti,Graffiti Removal,9,9
CLOSED,2016-01-05,2016-01-08,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,3,3
CLOSED,2015-10-12,2015-10-12,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,0,0
CLOSED,2016-03-08,2016-03-16,NA,Graffiti,Graffiti Removal,8,8
CLOSED,2016-01-01,2016-01-04,NA,"Waste, Street Cleaning and Litter",Public Litter Bin,3,3
CLOSED,2016-02-08,2016-02-15,NA,"Waste, Street Cleaning and Litter",Damaged Bins,7,7
CLOSED,2016-02-02,2016-02-05,NA,Parks and Trees,Condition of Assets in Parks,3,3
CLOSED,2015-10-14,2015-10-19,NA,"Waste, Street Cleaning and Litter",Waste collection services,5,5
CLOSED,2016-01-05,2016-01-12,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,7,7
CLOSED,2016-02-05,2016-02-11,NA,Roads and Traffic,Road and Footpath Maintenance,6,6
CLOSED,2016-02-05,2016-02-09,NA,"Waste, Street Cleaning and Litter",Public Litter Bin,4,4
CLOSED,2015-10-19,2015-10-21,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,2,2
CLOSED,2015-11-16,2015-12-05,NA,Roads and Traffic,Road and Footpath Maintenance,19,19
CLOSED,2015-10-14,2015-10-16,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,2,2
CLOSED,2015-11-16,2015-12-03,NA,Parks and Trees,Condition of Assets in Parks,17,17
CLOSED,2016-03-04,2016-04-06,NA,Parking,Parking Meter Service,33,33
CLOSED,2015-10-23,2015-10-28,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,5,5
CLOSED,2016-03-04,2016-03-16,NA,"Waste, Street Cleaning and Litter",Waste collection services,12,12
CLOSED,2016-02-01,2016-02-25,NA,Roads and Traffic,Traffic Management,24,24
CLOSED,2015-10-19,2015-10-20,NA,"Waste, Street Cleaning and Litter",Missing Bin,1,1
