request_status,date_received,date_completed,suburb,category,service_desc,days_to_complete
CLOSED,2015-06-22,2016-01-04,,Asset maintenance,Street Lighting Maintenance,196
CLOSED,2015-06-05,2015-06-11,,"Waste, Street Cleaning and Litter",Dumped Rubbish,6
CLOSED,2015-05-04,2015-05-08,,Roads and Traffic,Road and Footpath Maintenance,4
CLOSED,2015-05-04,2015-05-05,,Parks and Trees,Tree Maintenance Services,1
CLOSED,2015-06-10,2015-06-18,,Roads and Traffic,Road and Footpath Maintenance,8
CLOSED,2015-06-10,2015-06-12,,"Waste, Street Cleaning and Litter",Dumped Rubbish,2
CLOSED,2015-06-25,2015-06-29,,"Waste, Street Cleaning and Litter",Dumped Rubbish,4
CLOSED,2015-07-08,2015-07-09,,"Waste, Street Cleaning and Litter",Missing Bin,1
CLOSED,2015-05-20,2015-05-21,,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-05-02,2015-05-14,,Parks and Trees,Tree Maintenance Services,12
CLOSED,2015-05-25,2015-05-27,,"Waste, Street Cleaning and Litter",Missing Bin,2
CLOSED,2015-05-25,2015-10-20,,Roads and Traffic,Traffic Management,148
CLOSED,2015-06-26,2015-06-26,,Parking,Parking Compliance Services,1
CLOSED,2015-07-14,2015-07-20,,"Waste, Street Cleaning and Litter",Syringe pick-up services,6
CLOSED,2015-04-20,2015-04-22,,Roads and Traffic,Traffic Management,2
CLOSED,2015-07-08,2015-08-19,,Asset maintenance,Street Lighting Maintenance,42
CLOSED,2015-07-08,2015-07-16,,Roads and Traffic,Road and Footpath Maintenance,8
CLOSED,2015-05-14,2015-06-11,,Parks and Trees,Tree Maintenance Services,28
CLOSED,2015-09-24,2015-10-12,,Asset maintenance,Street Lighting Maintenance,18
CLOSED,2015-09-03,2015-09-04,,"Waste, Street Cleaning and Litter",Public Litter Bin,1
CLOSED,2015-05-10,2015-05-11,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2015-04-20,2015-04-21,,"Waste, Street Cleaning and Litter",Damaged Bins,1
CLOSED,2015-05-21,2015-05-21,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-05-26,2015-06-09,,"Waste, Street Cleaning and Litter",Dumped Rubbish,14
CLOSED,2015-05-04,2015-05-19,,Asset maintenance,Street Maintenance,15
CLOSED,2015-06-16,2015-06-22,,Roads and Traffic,Road and Footpath Maintenance,6
CLOSED,2015-05-05,2015-05-08,,Roads and Traffic,Traffic Management,3
CLOSED,2015-08-29,2015-09-02,,"Waste, Street Cleaning and Litter",Damaged Bins,4
CLOSED,2015-09-15,2015-09-15,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-07-26,2015-07-28,,"Waste, Street Cleaning and Litter",Dumped Rubbish,2
CLOSED,2015-07-26,2015-07-26,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-05-18,2015-07-27,,Roads and Traffic,Traffic Management,70
CLOSED,2015-07-01,2015-07-15,,Graffiti,Graffiti Removal,14
CLOSED,2015-09-18,2015-09-20,,"Waste, Street Cleaning and Litter",Dumped Rubbish,2
CLOSED,2015-06-22,2015-06-25,,"Waste, Street Cleaning and Litter",Dumped Rubbish,3
CLOSED,2015-06-02,2015-06-05,,Roads and Traffic,Road and Footpath Maintenance,3
CLOSED,2015-07-21,2015-07-21,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-08-18,2015-08-25,,Roads and Traffic,Road and Footpath Maintenance,7
CLOSED,2015-06-27,2015-07-03,,"Waste, Street Cleaning and Litter",Dumped Rubbish,6
CLOSED,2015-06-23,2015-06-29,,Roads and Traffic,Drain Maintenance,6
CLOSED,2015-08-05,2015-08-11,,Roads and Traffic,Road and Footpath Maintenance,6
CLOSED,2015-08-03,2015-08-10,,Roads and Traffic,Road and Footpath Maintenance,7
CLOSED,2015-05-25,2015-08-17,,Parks and Trees,Park Cleaning,84
CLOSED,2015-06-12,2015-06-18,,"Waste, Street Cleaning and Litter",Dumped Rubbish,6
CLOSED,2015-09-24,2015-10-01,,Parks and Trees,Tree Maintenance Services,7
CLOSED,2015-06-12,2015-06-15,,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2015-09-09,2015-09-10,,Roads and Traffic,Road and Footpath Maintenance,1
CLOSED,2015-07-01,2015-08-25,,Graffiti,Graffiti Removal,55
CLOSED,2015-06-29,2015-07-02,,Graffiti,Graffiti Removal,3
REASSIGNED,2015-02-03,,Parkville,Roads and Traffic,Traffic Management,645
NEW,2016-08-04,,,Parking,Parking Meter Service,97
WIP,2016-10-20,,,"Waste, Street Cleaning and Litter",Missing Bin,20
NEW,2015-06-09,,Docklands,Roads and Traffic,Road and Footpath Maintenance,519
NEW,2016-05-19,,,Parking,Parking Meter Service,174
NEW,2016-04-22,,,Roads and Traffic,Traffic Management,201
REASSIGNED,2016-02-29,,,Roads and Traffic,Traffic Management,254
WIP,2016-11-07,,Parkville,Parks and Trees,Lawns and Irrigation,2
WIP,2016-10-26,,,Asset maintenance,Street Maintenance,14
WIP,2016-09-12,,,"Waste, Street Cleaning and Litter",Syringe pick-up services,58
NEW,2016-04-27,,,Roads and Traffic,Traffic Management,196
NEW,2016-07-28,,,Asset maintenance,Street Lighting Maintenance,104
WIP,2016-09-20,,,Parking,Parking Meter Service,50
REASSIGNED,2016-01-25,,,Roads and Traffic,Traffic Management,289
WIP,2016-10-18,,East Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,22
WIP,2016-09-06,,,Graffiti,Graffiti Removal,64
WIP,2016-08-26,,,Parking,Parking Meter Service,75
WIP,2016-09-09,,,"Waste, Street Cleaning and Litter",Syringe pick-up services,61
NEW,2016-10-08,,,Parking,Parking Meter Service,32
WIP,2016-10-28,,Kensington,Graffiti,Graffiti Removal,12
NEW,2016-11-08,,Melbourne,Graffiti,Graffiti Removal,1
WIP,2016-09-15,,,Roads and Traffic,Drain Maintenance,55
REASSIGNED,2016-09-14,,,Roads and Traffic,Traffic Management,56
WIP,2015-09-21,,,Parking,Parking Meter Service,415
NEW,2016-04-26,,,Roads and Traffic,Traffic Management,197
WIP,2016-11-02,,,Graffiti,Graffiti Removal,7
NEW,2016-10-18,,,Parking,Parking Meter Service,22
NEW,2016-03-29,,,Parking,Parking Meter Service,225
WIP,2016-10-26,,,Parking,Parking Meter Service,14
CLOSED,2016-10-10,2016-11-08,North Melbourne,Graffiti,Graffiti Removal,29
NEW,2016-05-06,,,Parking,Parking Meter Service,187
NEW,2016-02-23,,,Parking,Parking Meter Service,260
WIP,2016-08-15,,,Roads and Traffic,Road and Footpath Maintenance,86
WIP,2016-10-19,,,"Waste, Street Cleaning and Litter",Waste collection services,21
CLOSED,2016-10-08,2016-11-08,,"Waste, Street Cleaning and Litter",Missing Bin,31
NEW,2016-10-13,,,Roads and Traffic,Road and Footpath Maintenance,27
WIP,2016-11-04,,,"Waste, Street Cleaning and Litter",Missing Bin,5
WIP,2016-09-23,,,Graffiti,Graffiti Removal,47
ACTIONED,2015-05-08,,,Roads and Traffic,Traffic Management,551
NEW,2016-07-29,,,Parking,Parking Meter Service,103
NEW,2016-11-07,,,Roads and Traffic,Traffic Management,2
WIP,2016-10-20,,,Graffiti,Graffiti Removal,20
CLOSED,2016-11-07,2016-11-08,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
NEW,2016-04-19,,,Parking,Parking Meter Service,204
CLOSED,2016-10-30,2016-11-08,Melbourne,Graffiti,Graffiti Removal,9
REASSIGNED,2015-06-11,,,Asset maintenance,Street Maintenance,517
CLOSED,2016-07-12,2016-07-15,,Graffiti,Graffiti Removal,3
CLOSED,2016-06-27,2016-07-06,Carlton North,Graffiti,Graffiti Removal,9
CLOSED,2016-07-01,2016-07-15,,"Waste, Street Cleaning and Litter",Syringe pick-up services,14
CLOSED,2016-08-31,2016-09-06,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,6
CLOSED,2016-08-26,2016-08-30,West Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,4
CLOSED,2016-06-20,2016-07-05,Carlton,Graffiti,Graffiti Removal,15
CLOSED,2016-09-06,2016-09-09,Melbourne,Graffiti,Graffiti Removal,3
CLOSED,2016-08-23,2016-08-26,Melbourne,Graffiti,Graffiti Removal,3
CLOSED,2016-08-05,2016-08-10,,"Waste, Street Cleaning and Litter",Dumped Rubbish,5
CLOSED,2016-07-07,2016-07-13,West Melbourne,Parks and Trees,Tree Maintenance Services,6
CLOSED,2016-08-10,2016-08-19,Melbourne,Graffiti,Graffiti Removal,9
CLOSED,2016-06-15,2016-07-11,East Melbourne,Parks and Trees,Condition of Assets in Parks,26
CLOSED,2016-08-09,2016-08-16,,Parking,Parking Meter Service,7
CLOSED,2016-08-31,2016-09-09,Melbourne,Graffiti,Graffiti Removal,9
CLOSED,2016-07-07,2016-07-08,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2016-07-19,2016-08-17,,Roads and Traffic,Traffic Management,29
CLOSED,2016-08-11,2016-08-22,,Roads and Traffic,Road and Footpath Maintenance,11
CLOSED,2016-06-16,2016-07-11,West Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,25
CLOSED,2016-06-15,2016-07-04,,Parks and Trees,Tree Maintenance Services,19
CLOSED,2016-08-06,2016-08-11,,"Waste, Street Cleaning and Litter",Dumped Rubbish,5
CLOSED,2016-07-14,2016-07-19,,Graffiti,Graffiti Removal,5
CLOSED,2016-07-14,2016-07-18,Carlton,"Waste, Street Cleaning and Litter",Waste collection services,4
CLOSED,2016-06-25,2016-06-28,,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2016-08-04,2016-08-23,,Roads and Traffic,Traffic Management,19
CLOSED,2016-08-10,2016-08-19,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,9
CLOSED,2016-07-11,2016-07-13,,Roads and Traffic,Traffic Management,2
CLOSED,2016-08-10,2016-08-12,Melbourne,Graffiti,Graffiti Removal,2
CLOSED,2016-08-05,2016-08-24,,Graffiti,Graffiti Removal,19
CLOSED,2016-07-04,2016-07-18,Carlton,Parks and Trees,Tree Maintenance Services,14
CLOSED,2016-06-02,2016-07-05,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,33
CLOSED,2016-09-04,2016-09-04,,Parking,Parking Compliance Services,1
CLOSED,2016-08-05,2016-08-05,,Parking,Parking Meter Service,1
CLOSED,2016-07-20,2016-07-25,,Roads and Traffic,Road and Footpath Maintenance,5
CLOSED,2016-07-14,2016-07-14,,"Waste, Street Cleaning and Litter",Syringe pick-up services,1
CLOSED,2016-07-26,2016-07-27,,Roads and Traffic,Traffic Management,1
CLOSED,2016-07-13,2016-08-02,Carlton,Graffiti,Graffiti Removal,20
CLOSED,2016-08-15,2016-08-18,,"Waste, Street Cleaning and Litter",Damaged Bins,3
CLOSED,2016-08-07,2016-08-15,Melbourne,Roads and Traffic,Road and Footpath Maintenance,8
CLOSED,2016-07-06,2016-07-12,Carlton,Graffiti,Graffiti Removal,6
CLOSED,2016-07-12,2016-07-14,,Roads and Traffic,Traffic Management,2
CLOSED,2016-09-06,2016-09-07,Melbourne,Parks and Trees,Tree Maintenance Services,1
CLOSED,2016-08-10,2016-08-16,,Roads and Traffic,Road and Footpath Maintenance,6
CLOSED,2016-06-16,2016-07-07,,Asset maintenance,Street Maintenance,21
CLOSED,2016-08-09,2016-08-10,,"Waste, Street Cleaning and Litter",Public Litter Bin,1
CLOSED,2016-07-18,2016-07-19,,Roads and Traffic,Drain Maintenance,1
CLOSED,2016-07-27,2016-08-26,,"Waste, Street Cleaning and Litter",Missed Bin Collection,30
CLOSED,2016-04-19,2016-07-27,,Parking,Parking Meter Service,99
CLOSED,2016-07-25,2016-08-23,,"Waste, Street Cleaning and Litter",Missed Bin Collection,29
CLOSED,2016-07-07,2016-07-07,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2016-07-18,2016-07-21,West Melbourne,Graffiti,Graffiti Removal,3
CLOSED,2016-08-23,2016-08-25,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2016-07-26,2016-07-29,,"Waste, Street Cleaning and Litter",Damaged Bins,3
CLOSED,2015-05-24,2015-07-30,,Asset maintenance,Street Maintenance,67
CLOSED,2015-06-10,2015-07-06,,"Waste, Street Cleaning and Litter",Dumped Rubbish,26
CLOSED,2015-05-11,2015-06-04,,Parks and Trees,Park Cleaning,24
CLOSED,2015-05-12,2015-05-22,,"Waste, Street Cleaning and Litter",Dumped Rubbish,10
CLOSED,2015-05-06,2015-05-07,,Roads and Traffic,Road and Footpath Maintenance,1
CLOSED,2015-04-15,2015-04-17,,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-05-26,2015-05-29,,"Waste, Street Cleaning and Litter",Public Litter Bin,3
CLOSED,2015-05-12,2015-05-19,,Graffiti,Graffiti Removal,7
CLOSED,2015-06-25,2015-09-10,,Roads and Traffic,Road and Footpath Maintenance,77
CLOSED,2015-04-21,2015-04-23,,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2016-04-04,2016-04-13,,Graffiti,Graffiti Removal,9
CLOSED,2016-05-18,2016-05-19,,Roads and Traffic,Road and Footpath Maintenance,1
CLOSED,2016-04-18,2016-05-03,,"Waste, Street Cleaning and Litter",Damaged Bins,15
CLOSED,2016-05-17,2016-05-20,,"Waste, Street Cleaning and Litter",Missing Bin,3
CLOSED,2016-02-25,2016-04-29,,Parks and Trees,Lawns and Irrigation,64
CLOSED,2016-04-12,2016-05-10,,Graffiti,Graffiti Removal,28
CLOSED,2016-02-18,2016-02-26,,"Waste, Street Cleaning and Litter",Damaged Bins,8
CLOSED,2015-11-29,2015-12-02,,Graffiti,Graffiti Removal,3
CLOSED,2015-11-11,2015-11-12,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2016-05-19,2016-05-23,,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
CLOSED,2015-11-13,2015-11-16,,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2016-02-24,2016-03-04,,Parks and Trees,Tree Maintenance Services,9
CLOSED,2016-02-26,2016-03-01,,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
CLOSED,2015-12-01,2015-12-02,,Graffiti,Graffiti Removal,1
CLOSED,2016-04-11,2016-05-02,,Graffiti,Graffiti Removal,21
CLOSED,2016-04-17,2016-04-17,,Parking,Parking Compliance Services,1
CLOSED,2015-11-12,2015-12-03,,Graffiti,Graffiti Removal,21
CLOSED,2016-06-03,2016-06-08,,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
CLOSED,2016-04-12,2016-05-11,,Graffiti,Graffiti Removal,29
CLOSED,2016-05-31,2016-06-17,,"Waste, Street Cleaning and Litter",Dumped Rubbish,17
CLOSED,2016-02-15,2016-02-17,,"Waste, Street Cleaning and Litter",Street Cleaning services,2
CLOSED,2016-05-26,2016-05-27,,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2016-06-04,2016-06-10,,Graffiti,Graffiti Removal,6
CLOSED,2016-06-03,2016-06-03,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2016-06-09,2016-06-16,,Graffiti,Graffiti Removal,7
CLOSED,2015-05-31,2015-06-09,,"Waste, Street Cleaning and Litter",Waste collection services,9
CLOSED,2015-02-20,2015-02-20,,Roads and Traffic,Road and Footpath Maintenance,1
CLOSED,2015-03-11,2016-02-12,,Parking,Parking Meter Service,338
CLOSED,2016-09-22,2016-10-14,,Graffiti,Graffiti Removal,22
CLOSED,2015-05-12,2015-05-19,,"Waste, Street Cleaning and Litter",Missing Bin,7
CLOSED,2015-01-12,2015-03-24,,Parks and Trees,Park Cleaning,71
CLOSED,2015-06-03,2015-06-06,,"Waste, Street Cleaning and Litter",Dumped Rubbish,3
CLOSED,2015-06-29,2015-08-10,,Asset maintenance,Street Lighting Maintenance,42
CLOSED,2015-04-05,2015-04-05,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2014-12-22,2014-12-22,,"Waste, Street Cleaning and Litter",Waste collection services,1
CLOSED,2014-11-18,2014-11-25,,Graffiti,Graffiti Removal,7
CLOSED,2014-11-18,2014-11-19,,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-01-23,2015-01-30,,Roads and Traffic,Drain Maintenance,7
CLOSED,2014-12-30,2015-01-05,,"Waste, Street Cleaning and Litter",Dumped Rubbish,6
CLOSED,2014-11-27,2015-02-05,,Parks and Trees,Park Cleaning,70
CLOSED,2014-11-21,2014-12-03,,Parks and Trees,Tree Maintenance Services,12
CLOSED,2014-12-11,2014-12-16,,Parks and Trees,Tree Maintenance Services,5
CLOSED,2014-11-12,2014-11-19,,"Waste, Street Cleaning and Litter",Dumped Rubbish,7
CLOSED,2015-01-22,2015-06-29,,Roads and Traffic,Traffic Management,158
CLOSED,2014-11-28,2014-12-29,,Parks and Trees,Park Cleaning,31
CLOSED,2015-01-12,2015-01-14,,"Waste, Street Cleaning and Litter",Street Cleaning services,2
CLOSED,2014-11-28,2014-12-01,,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2014-11-13,2014-11-13,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2014-12-17,2014-12-18,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2014-11-16,2014-11-27,,Parking,Parking Meter Service,11
CLOSED,2014-12-23,2014-12-31,,"Waste, Street Cleaning and Litter",Dumped Rubbish,8
CLOSED,2014-12-03,2014-12-04,,"Waste, Street Cleaning and Litter",Waste collection services,1
CLOSED,2014-12-23,2014-12-23,,Roads and Traffic,Road and Footpath Maintenance,1
CLOSED,2014-12-23,2014-12-24,,Asset maintenance,Street Lighting Maintenance,1
CLOSED,2014-12-03,2014-12-04,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2014-12-12,2014-12-15,,Graffiti,Graffiti Removal,3
CLOSED,2014-12-12,2014-12-16,,"Waste, Street Cleaning and Litter",Damaged Bins,4
CLOSED,2014-11-14,2014-11-18,,"Waste, Street Cleaning and Litter",Dumped Rubbish,4
CLOSED,2014-12-18,2015-01-05,,"Waste, Street Cleaning and Litter",Waste collection services,18
CLOSED,2014-12-23,2014-12-23,,Parking,Parking Meter Service,1
CLOSED,2014-11-11,2014-11-25,,Asset maintenance,Street Maintenance,14
CLOSED,2014-12-08,2014-12-09,,Graffiti,Graffiti Removal,1
CLOSED,2014-12-01,2015-01-14,,"Waste, Street Cleaning and Litter",Syringe pick-up services,44
CLOSED,2014-12-01,2015-02-06,,"Waste, Street Cleaning and Litter",Syringe pick-up services,67
CLOSED,2015-01-08,2015-01-15,,Parks and Trees,Tree Maintenance Services,7
CLOSED,2014-12-05,2014-12-23,,"Waste, Street Cleaning and Litter",Missed Bin Collection,18
CLOSED,2014-11-10,2014-11-18,,Graffiti,Graffiti Removal,8
CLOSED,2015-01-19,2015-01-20,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2014-11-18,2014-11-27,,"Waste, Street Cleaning and Litter",Waste collection services,9
CLOSED,2015-01-29,2015-02-04,,Parks and Trees,Tree Maintenance Services,6
CLOSED,2015-01-14,2015-01-20,,"Waste, Street Cleaning and Litter",Waste collection services,6
CLOSED,2014-12-03,2014-12-10,,Roads and Traffic,Road and Footpath Maintenance,7
CLOSED,2014-11-25,2014-12-18,,Asset maintenance,Bike pod services,23
CLOSED,2015-01-30,2015-01-30,,Roads and Traffic,Traffic Management,1
CLOSED,2014-12-10,2015-02-18,,Parking,Parking Meter Service,70
CLOSED,2015-01-20,2015-07-01,,Parking,Parking Meter Service,162
CLOSED,2014-12-03,2014-12-05,,Asset maintenance,Street Lighting Maintenance,2
CLOSED,2014-12-12,2014-12-19,,"Waste, Street Cleaning and Litter",Dumped Rubbish,7
CLOSED,2015-01-20,2015-01-22,,"Waste, Street Cleaning and Litter",Missing Bin,2
CLOSED,2015-01-19,2015-03-31,,Parks and Trees,Park Cleaning,71
CLOSED,2014-12-27,2015-01-08,,Parks and Trees,Condition of Assets in Parks,12
CLOSED,2014-12-28,2014-12-28,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-01-06,2015-01-07,,"Waste, Street Cleaning and Litter",Damaged Bins,1
CLOSED,2014-11-17,2014-11-25,,"Waste, Street Cleaning and Litter",Dumped Rubbish,8
CLOSED,2014-12-01,2015-01-08,,Roads and Traffic,Traffic Management,38
CLOSED,2015-01-05,2015-01-06,,"Waste, Street Cleaning and Litter",Waste collection services,1
CLOSED,2014-11-17,2014-11-17,,"Waste, Street Cleaning and Litter",Waste collection services,1
CLOSED,2014-12-15,2014-12-18,,"Waste, Street Cleaning and Litter",Waste collection services,3
CLOSED,2015-01-09,2015-02-23,,Asset maintenance,Street Lighting Maintenance,45
CLOSED,2014-12-19,2014-12-24,,Parks and Trees,Tree Maintenance Services,5
CLOSED,2014-12-19,2015-02-23,,Parks and Trees,Park Cleaning,66
CLOSED,2015-01-30,2015-02-17,Carlton,Parks and Trees,Park Cleaning,18
CLOSED,2014-12-19,2014-12-20,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2015-01-08,2015-04-23,,Roads and Traffic,Traffic Management,105
CLOSED,2015-01-30,2015-02-02,,"Waste, Street Cleaning and Litter",Street Cleaning services,3
CLOSED,2015-01-30,2015-02-03,,"Waste, Street Cleaning and Litter",Missing Bin,4
CLOSED,2014-12-04,2014-12-15,,Roads and Traffic,Road and Footpath Maintenance,11
CLOSED,2014-12-24,2015-02-24,,Roads and Traffic,Road and Footpath Maintenance,62
CLOSED,2014-11-26,2014-11-27,,Graffiti,Graffiti Removal,1
CLOSED,2014-11-26,2014-12-03,,Roads and Traffic,Road and Footpath Maintenance,7
CLOSED,2014-12-04,2014-12-10,,"Waste, Street Cleaning and Litter",Dumped Rubbish,6
CLOSED,2015-01-14,2015-01-15,,Roads and Traffic,Drain Maintenance,1
CLOSED,2015-01-30,2015-02-02,,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2016-05-09,2016-05-11,,Roads and Traffic,Road and Footpath Maintenance,2
CLOSED,2015-12-01,2015-12-02,,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2016-02-17,2016-02-22,,"Waste, Street Cleaning and Litter",Syringe pick-up services,5
CLOSED,2016-02-05,2016-02-26,,"Waste, Street Cleaning and Litter",Waste collection services,21
CLOSED,2016-02-08,2016-02-15,,"Waste, Street Cleaning and Litter",Dumped Rubbish,7
CLOSED,2016-02-20,2016-02-26,,Parks and Trees,Tree Maintenance Services,6
CLOSED,2015-11-26,2015-12-18,,Roads and Traffic,Road and Footpath Maintenance,22
CLOSED,2016-02-15,2016-02-15,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2016-05-14,2016-05-14,,Parking,Parking Compliance Services,1
CLOSED,2016-05-15,2016-05-17,,"Waste, Street Cleaning and Litter",Street Cleaning services,2
CLOSED,2015-11-26,2015-11-26,,Parking,Parking Compliance Services,1
CLOSED,2016-03-29,2016-04-26,,"Waste, Street Cleaning and Litter",Waste collection services,28
CLOSED,2015-11-25,2016-03-11,,"Waste, Street Cleaning and Litter",Syringe pick-up services,107
CLOSED,2016-04-04,2016-04-06,,"Waste, Street Cleaning and Litter",Damaged Bins,2
CLOSED,2016-03-02,2016-03-02,East Melbourne,"Waste, Street Cleaning and Litter",Syringe pick-up services,1
CLOSED,2015-11-26,2015-11-27,,Parking,Parking Compliance Services,1
CLOSED,2016-02-25,2016-03-07,,"Waste, Street Cleaning and Litter",Dumped Rubbish,11
CLOSED,2015-11-27,2016-06-03,,Parking,Parking Meter Service,189
CLOSED,2016-02-15,2016-02-15,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2016-02-29,2016-03-04,,"Waste, Street Cleaning and Litter",Damaged Bins,4
CLOSED,2016-03-29,2016-05-20,,Parks and Trees,Lawns and Irrigation,52
CLOSED,2016-02-16,2016-02-17,,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-11-27,2015-12-03,,"Waste, Street Cleaning and Litter",Dumped Rubbish,6
CLOSED,2015-11-27,2015-12-08,,Parks and Trees,Tree Maintenance Services,11
CLOSED,2016-02-23,2016-02-29,,Graffiti,Graffiti Removal,6
CLOSED,2016-02-26,2016-03-15,,Graffiti,Graffiti Removal,18
CLOSED,2015-11-26,2015-12-02,,Roads and Traffic,Road and Footpath Maintenance,6
CLOSED,2015-11-28,2015-12-11,,Roads and Traffic,Road and Footpath Maintenance,13
CLOSED,2016-02-22,2016-02-23,,"Waste, Street Cleaning and Litter",Waste collection services,1
CLOSED,2016-02-17,2016-02-26,,Graffiti,Graffiti Removal,9
CLOSED,2016-04-07,2016-04-08,,Parking,Parking Compliance Services,1
CLOSED,2015-11-30,2015-12-01,,Graffiti,Graffiti Removal,1
CLOSED,2016-01-11,2016-01-13,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2016-04-08,2016-04-13,,"Waste, Street Cleaning and Litter",Waste collection services,5
CLOSED,2016-04-07,2016-05-11,,Graffiti,Graffiti Removal,34
CLOSED,2016-04-05,2016-04-29,,"Waste, Street Cleaning and Litter",Waste collection services,24
CLOSED,2016-04-11,2016-04-12,,Roads and Traffic,Road and Footpath Maintenance,1
CLOSED,2016-04-09,2016-04-15,,Asset maintenance,Street Lighting Maintenance,6
CLOSED,2016-05-23,2016-05-26,,"Waste, Street Cleaning and Litter",Dumped Rubbish,3
CLOSED,2015-11-11,2015-11-13,,"Waste, Street Cleaning and Litter",Damaged Bins,2
CLOSED,2016-06-08,2016-06-10,,Roads and Traffic,Road and Footpath Maintenance,2
CLOSED,2016-06-02,2016-06-07,,Parking,Parking Meter Service,5
CLOSED,2016-06-08,2016-06-16,,"Waste, Street Cleaning and Litter",Missed Bin Collection,8
CLOSED,2016-06-15,2016-06-27,,Parks and Trees,Tree Maintenance Services,12
CLOSED,2016-06-15,2016-06-15,,"Waste, Street Cleaning and Litter",Syringe pick-up services,1
CLOSED,2016-06-16,2016-06-21,,"Waste, Street Cleaning and Litter",Damaged Bins,5
CLOSED,2016-04-05,2016-04-07,,"Waste, Street Cleaning and Litter",Missing Bin,2
CLOSED,2016-03-21,2016-03-21,,Parking,Parking Meter Service,1
CLOSED,2015-01-28,2015-01-28,Parkville,Parking,Parking Compliance Services,1
CLOSED,2015-12-08,2016-01-20,Parkville,Parks and Trees,Tree Maintenance Services,43
CLOSED,2015-07-14,2015-07-29,North Melbourne,Graffiti,Graffiti Removal,15
CLOSED,2015-12-01,2015-12-03,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2016-01-11,2016-01-18,Melbourne,Roads and Traffic,Road and Footpath Maintenance,7
CLOSED,2015-07-07,2015-07-09,,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-09-09,2015-09-09,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2015-06-04,2015-06-11,,Graffiti,Graffiti Removal,7
CLOSED,2014-11-11,2014-11-11,,"Waste, Street Cleaning and Litter",Syringe pick-up services,1
CLOSED,2014-11-21,2014-11-24,,Asset maintenance,Street Maintenance,3
CLOSED,2015-04-08,2015-04-08,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2014-11-27,2014-12-01,,Graffiti,Graffiti Removal,4
CLOSED,2015-08-24,2015-09-08,,Graffiti,Graffiti Removal,15
